old_commit	path_pass_commit	complete_commit	on_branch_or_tag	date_subject	cited_in_files	example_file
dff16e4c6e20033953296b7c3a7fd4544e4850a6	7bc5cb2309e232d5a84696c2905049d9ca8d8232	f58c87f65e8061280ad27269966b160b648a5050	yes	2026-09-12 feat(p2): minimal GRPO collapse reproduction -- LoRA kept, only turns varies	1	experiments/rollout-arc/p2/MINREPRO-RESULTS.md
e25686b7f635481669ad6cb8b93bb64fd6728b6f	80cf1f88a0ec529530e8417e96d3353a1bd9e7eb	75e1c1d36cdac7b33ca6de06d9520762dcf288f9	refs/pull only	2026-05-19 Apply full treatment for v1.4.1: integrate jam-actions-v0 into marketed surface	1	docs/jam-actions-v0-slice25-publication-execution.md
e56795e85e9ad996b52b6d58baa77e5aa97eafc2	ef3534d396d163868153008924815cfdab483917	cb32ff1ee8d5020a68a1475e492161d9e0f1f92e	yes	2026-09-09 feat: AI_JAM_HOME state volume, compose, CI docker proof, Ollama grade path	1	docs/handoffs/live-environment-53-grok-to-claude.md
e5c78464d688ceddb5e36dfb7902e83c652b5107	ed99174869a0604943c9b06853711d59bf3290be	fa7d67c81ab8d3212bc3bf353bf7579e962c3c9d	yes	2026-09-14 clause(p4): the missing success condition, written before the eval it scores	1	experiments/rollout-arc/p4/LEVER1-RESULTS.md
e5c8407249e3fac5944fd60f713d87939496a81e	c514838958fc038823bf8640a33ea8c00905dce2	bb69d96866049a36822b721665f4a9dab0accbff	refs/pull only	2026-07-13 feat(finetune-arc-b2): P2 pip fix (running) + P4b/P5 sealed-eval scripts	1	docs/finetune-arc-b2-eval-report.md
e6c30f54f51ea36023c484d995824b4091426e5c	d717654435bb09644323350ec335d879e5d7cbf5	73f788946d98ab8b9a7e7b7b4b2098234f8c6cb8	yes	2026-09-09 chore: translation cache refreshed with the Docker README section	1	docs/handoffs/live-environment-54-claude-to-grok.md
e91382ef6ed8166e5375837d8dc5a1f887be601b	694d5dd5e376572972a67f58b83792fa618fa0cc	5c20b92142a11148016277ca8df005e4908ef305	yes	2026-09-12 docs(p2): three corrections to my own published numbers, and two verifications	1	experiments/rollout-arc/p2/briefs/BRIEF-010.md
ea68906265791a8deb9ec75be283074f4ae4259a	36e3823a2bc4bdfcbce4903e40ca920427fa5eed	6f302ef5fdb50b8947508a6d89acd8794a624589	refs/pull only	2026-05-18 Clear jam-actions v0 reproducibility gaps for cold Windows contributors	1	docs/jam-actions-v0-slice24-publication-dry-run.md
eb2562e0ae875fd2d47b514127b48200320e9e4b	a4b6e28d09e9c9a5e64a381b9f1777bc3af39958	d769e18f030ac35e7c782610496b02d08da8af9e	refs/pull only	2026-07-23 test(analysis): expand the reference set to 9 sections — the finding is robust	1	docs/music-wing-phase1-analysis-engine.md
eb28c793d672d7d9ed0ca38c544aab250aee613b	d3838e13ac1eb44005088c8cf81974eb04b98a4d	8aaee36f4c42822151f8ef36f7d193ced0fe122e	refs/pull only	2026-07-11 fix(finetune-arc-v2): B-1 runner tag check — validate on captured output with timeout, not exit status	1	docs/finetune-arc-v2-b1-eval-report.md
ef1edcc351a92e864b895e706070643c9f3d06db	597516aeea5fc48d26f268b4519c89823d57ac3f	212a68bb432f34a00f4a9182dbb141cfb5b922f3	yes	2026-09-09 experiment: r48 — the 7B replicates at seed 42; the 3B locks the gate comparison on a four-draw corpus of the same eleven songs	1	docs/handoffs/live-environment-47-grok-to-claude.md
f013d7ce313fc1f96c794e01d799222ebc0cc4ec	946ce7124f51321b03903d012dba7f2b220209ec	bc91879933a28cba29e95e90023e428e2861e14a	refs/pull only	2026-05-19 Surface Zenodo API error bodies in publish workflow for diagnosis	1	docs/jam-actions-v0-slice25-publication-execution.md
f0560e9d6e61debceda6d24547d0d0c8fcd36ff8	a4345f00364ca683c8d13736e1ee15c1f3026c61	f4cd775be1eaa93e90af865bb72d32573c308d25	refs/pull only	2026-05-17 Package jam-actions v0 public subset for Zenodo and HF release	1	docs/jam-actions-v0-slice10-5-package-hardening-audit.md
f09f20feefb2dd8e64668ac623077f42edf80042	573cfcd786a20d090553d23bd68a260df105102c	7e8137ea41f0d12071c2a660438ec79e745a71d1	yes	2026-09-13 results(p4): the gate REPLICATES at +4.71pp -- and all four sealed predictions fail	1	experiments/rollout-arc/p4/PREFIX-IN-LOSS-RESULTS.md
f1805fec1eb67db21ff555787cfd379a7d42783c	9f02e1c695d50ea9358b569d41c90291940f07ad	d0852a587f1d6c646c6c9cfb64efe5fd3329170c	refs/pull only	2026-07-22 feat(analysis): Phase 1 front-end — timed events + meter + salience-weighted profile	1	docs/music-wing-phase1-analysis-engine.md
f2c196053df953d71e87054936bec02f875ec3c5	e3b1234f5f96cc750c97676f6f380900a46c2a96	04b763a70e2f00f81da946120ff33579d8515774	yes	2026-09-09 docs: jam-actions-v1 1.1.0 cites its version DOI 10.5281/zenodo.22679457; public set regenerated with it	1	docs/handoffs/live-environment-52-claude-to-grok.md
f92178586fcb89340e058037f43c5039574999bc	54d5cf134e654b45897e30a15fdde4db5d1f669b	52d905888c5247654eec03ff38d5f90ed2ff03cb	yes	2026-09-14 measure(p4): the prior is not concentrated, it is DEGENERATE -- support 1.84 of an alphabet of 16	1	experiments/rollout-arc/p4/BASE-PROBE-RESULTS.md
f92e7d20bfeca26886b902f972a0c93fb7160d8e	c5a2d702999afd6794d56fd5463a7578553acf10	239b20c3d8c10c2d7f7113eaaba85c0d6c45eef6	refs/pull only	2026-07-10 feat(dataset): bulk harvest wave B + library data audit (69 -> 96 ready)	1	docs/harvest-pilot-report.md
